"","ICF_ID","Date","Start_Time","Station_Code","Habitat","Region","Latitude","Longitude","Start_Depth","Temperature","Conductivity","Turbidity","pH","Salinity","DO","Chl_a","Secchi","X2","NO3","NH4","PO4","DOC","End_Depth","End_Time","Microcystis_2017","Microcystis","Warp_Length","Warp_Angle","Tow_Time","Macrozooplankton_Volume","Mesozooplankton_Volume","Alienacanthomysis_macropsis","Americorophium_spinicorne","Americorophium_spp","Americorophium_stimpsoni","Ampelisca_abdita","Amphipod_UNID","Ampithoe_spp","Ampithoe_valida","Corophiidae_UNID","Crangonyx_spp","Cumacean_UNID","Deltamysis_holmquistae","Eogammarus_spp","Exopalaemon_spp","Gammarus_daiberi","Grandidierella_japonica","Hyalella_spp","Hyperacanthomysis_longirostris","Isopoda_UNID","Monocorophium_acherusicum","Mysid_UNID","Neomysis_kadiakensis","Neomysis_mercedes","Oedicerotidae_UNID","Orientomysis_aspera","Orientomysis_hwanhaiensis","Pleustidae_UNID","Shrimp_UNID_larvae","Sinocorophium_alienense","Tanaidacea_UNID"
"2793","ICF2818",2020-10-13,12:01:00,"21-12-SMM-02","Channel Surface","Suisun Marsh",38.163708,-122.06277,22.3,19.9,19322,18.5,7.7,11.51,7.25,3.08,36,NA,0.241,0.055,0.101,3.756,18.7,12:06:00,NA,2,0,0,5,56.258,6.412,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0.017775214,NA,0,0,0,0,0,0,0,0,0,NA
"2794","ICF2821",2020-10-13,12:18:00,"21-12-SMM-02","Channel Deep","Suisun Marsh",38.162899,-122.061845,21.2,19.5,20135,33.44,7.8,12.05,7.32,2.59,NA,NA,NA,NA,NA,NA,17.9,12:24:00,NA,NA,50,16,6,63.587,6.508,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0.015726441,0,0,0,0,0,0,0,NA
"2795","ICF2819",2020-10-13,08:38:00,"21-12-SMM-03","Shoal","Suisun Marsh",38.11486,-121.889963,8.3,19.8,11016,17.35,7.8,6.25,7.62,2.77,56,NA,0.247,0.02,0.066,4.58,10,08:43:00,NA,2,0,0,5,57.002,7.596,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2796","ICF2810",2020-10-13,09:02:00,"21-12-SMM-03","Channel Surface","Suisun Marsh",38.116617,-121.889989,15.4,19.8,11714,10.28,7.8,6.73,7.6,2.53,56,NA,NA,NA,NA,NA,15.2,09:08:00,NA,3,0,0,6,55.577,6.814,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2797","ICF2824",2020-10-13,09:07:00,"21-12-USC-01","Channel Surface","Sacramento Deep Water Ship Channel",38.556673,-121.574091,36.2,21.5,1094,4.8,8.5,0.54,7.54,3.29,105,NA,0,0.012,0.126,8.533,36.5,09:12:00,NA,1,0,0,5,65.265,9.231,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0.674173396,0,0.597562783,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2798","ICF2823",2020-10-13,09:32:00,"21-12-USC-01","Channel Deep","Sacramento Deep Water Ship Channel",38.556532,-121.574364,35.2,21.3,1068,11.27,8.4,0.53,7.2,2.33,NA,NA,NA,NA,NA,NA,36.4,09:37:00,NA,NA,100,18,5,66.743,9.696,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0.10488065,0,0,0.0599318,0,NA,0,0,0,0,0,0,0,0,0,NA
"2799","ICF2814",2020-10-13,10:39:00,"21-12-USC-02","Channel Surface","Sacramento Deep Water Ship Channel",38.534198,-121.584727,33.5,21.2,1069,7.32,8.5,0.53,7.55,2.74,70,NA,0,0.011,0.12,6.7,33.4,10:44:00,NA,1,0,0,5,72.03,10.392,0,0,0,0,0,0.013883183,NA,0,0,0,0,NA,NA,0,0.138831833,0,0.055532733,0.013883183,0,NA,0,0,0,0,0,0,0,0,0,NA
"2800","ICF2820",2020-10-13,11:04:00,"21-12-USC-02","Channel Deep","Sacramento Deep Water Ship Channel",38.532603,-121.584717,35.5,21.1,1026,18.77,8.4,0.51,7.27,2.16,NA,NA,NA,NA,NA,NA,35.1,11:09:00,NA,NA,100,18,5,68.246,9.77,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0.117222412,0,0,16.60162412,0,NA,0,0,0,0,0,0,0,0,0,NA
"2801","ICF2829",2020-10-14,08:23:00,"21-12-CSS-01","Channel Surface","Cache Slough and Liberty Island",38.257361,-121.72828,15.8,19.4,190,2.2,8.2,0.09,8.46,2.01,160,NA,0.054,0.008,0.098,4.02,17.9,08:28:00,NA,1,0,0,5,63.677,7.517,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0.015704287,0,0.015704287,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2802","ICF2828",2020-10-14,08:52:00,"21-12-CSS-01","Channel Deep","Cache Slough and Liberty Island",38.252879,-121.725489,20.7,19.4,189,2.51,7.9,0.09,8.34,1.84,NA,NA,NA,NA,NA,NA,28.4,08:57:00,NA,NA,60,19,5,74.541,9.3,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0.026830797,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2803","ICF2831",2020-10-14,10:07:00,"21-12-CSS-03","Channel Surface","Cache Slough and Liberty Island",38.241018,-121.687276,27.7,19.5,176,1.7,8.1,0.08,8.57,1.3,150,NA,0.03,0.001,0.074,3.34,30.1,10:12:00,NA,1,0,0,5,62.817,8.488,0,0,0,0,0,0,NA,0,0,0.015919306,0,NA,NA,0,0,0,1.034754873,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2804","ICF2825",2020-10-14,10:25:00,"21-12-CSS-03","Channel Deep","Cache Slough and Liberty Island",38.242533,-121.688248,27.8,19.5,174,1.95,7.8,0.08,8.58,1.29,NA,NA,NA,NA,NA,NA,34.4,10:30:00,NA,NA,70,20,5,75.148,9.765,0,0,0,0,0,0.039921219,NA,0,0,0,0,NA,NA,0,0.026614146,0,0.332676827,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2805","ICF2827",2020-10-14,09:44:00,"21-12-CSS-03","Shoal","Cache Slough and Liberty Island",38.24347,-121.683905,9.5,19.3,164,0.27,8.1,0.08,8.7,1.09,300,NA,NA,NA,NA,NA,4,09:48:00,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2806","ICF2830",2020-10-14,11:33:00,"21-12-CSS-04","Channel Surface","Cache Slough and Liberty Island",38.287469,-121.665926,30.2,19.7,195,2.85,8.1,0.09,7.57,1.11,130,NA,0,0.002,0.085,4.382,21.6,11:38:00,NA,1,0,0,5,53.208,7.565,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0.432263457,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2807","ICF2826",2020-10-14,11:57:00,"21-12-CSS-04","Channel Deep","Cache Slough and Liberty Island",38.293676,-121.667243,25.8,19.5,195,3.91,7.9,0.09,7.44,1.17,NA,NA,NA,NA,NA,NA,20.1,12:02:00,NA,NA,60,20,5,69.317,9.876,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0.144263785,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2808","ICF2834",2020-10-15,08:05:00,"21-12-SBM-01","Shoal","Suisun Bay",38.068005,-122.04391,7.2,19.9,22096,12.51,7.8,13.34,7.38,1.93,75,NA,NA,NA,NA,NA,6,08:10:00,NA,3,0,0,5,53.245,6.309,0,0,0,0,0,0,NA,0.018781026,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2809","ICF2838",2020-10-15,08:22:00,"21-12-SBM-01","Channel Surface","Suisun Bay",38.064893,-122.04853,22.3,20.1,21500,10.91,7.8,12.93,7.4,2.1,80,NA,0.27,0.004,0.08,3.647,22.5,08:27:00,NA,3,0,0,5,45.542,5.517,0,0,0,0,0,0,NA,0.021957981,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2810","ICF2840",2020-10-15,08:38:00,"21-12-SBM-01","Channel Deep","Suisun Bay",38.064866,-122.047767,22.9,20.1,21661,9.54,7.8,13.06,7.36,1.84,NA,NA,NA,NA,NA,NA,23.6,08:43:00,NA,NA,60,17,5,54.897,6.79,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0.018216007,NA,0,0,0,0,0,0,0,0,0,NA
"2811","ICF2837",2020-10-15,09:43:00,"21-12-SBW-01","Shoal","Western",38.026472,-122.143504,9.8,20,26086,8.55,7.8,15.95,7.29,2.93,75,NA,NA,NA,NA,NA,13.6,09:49:00,NA,2,0,0,6,61.719,7.338,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2812","ICF2839",2020-10-15,10:07:00,"21-12-SBW-01","Channel Surface","Western",38.030611,-122.142653,55.8,20.1,26077,8.25,7.9,15.91,7.29,2.78,70,NA,0.265,0.013,0.082,3.804,58.5,10:13:00,NA,2,0,0,6,52.301,6.339,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2813","ICF2832",2020-10-15,10:23:00,"21-12-SBW-01","Channel Deep","Suisun Bay",38.034342,-122.137366,6,20,29540,17.21,7.9,18.24,7.05,1.9,NA,NA,NA,NA,NA,NA,64.3,10:29:00,NA,NA,120,0,6,42.476,4.496,0,0,0,0,0.494398265,0,NA,0,0,0,0,NA,NA,0,0,0.659197687,0,1.506737569,1.836336412,NA,0,0.047085549,0,0,0.188342196,0,0.070628324,0.023542775,0.047085549,NA
"2814","ICF2833",2020-10-15,11:17:00,"21-12-SBW-02","Shoal","Suisun Marsh",38.099478,-122.069815,7,20.2,22929,48.52,7.8,13.86,7.3,2.74,25,NA,NA,NA,NA,NA,6.8,11:22:00,NA,1,0,0,5,62.031,8.266,0,0,0,0,0.016121073,0,NA,0,0,0.016121073,0,NA,NA,0,0,0.016121073,0,0.032242146,0.096726438,NA,0,0.016121073,0,0,0,0,0,0,0,NA
"2815","ICF2835",2020-10-15,11:36:00,"21-12-SBW-02","Channel Surface","Suisun Bay",38.096715,-122.066544,20.6,20.2,23201,8.81,7.9,14.06,7.35,1.56,60,NA,0.264,0.002,0.079,3.972,19.1,11:41:00,NA,1,0,0,5,57.714,7.207,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2816","ICF2836",2020-10-15,11:51:00,"21-12-SBW-02","Channel Deep","Suisun Bay",38.097398,-122.064813,22.1,20.1,24629,41.57,7.9,15.01,7.24,2.09,NA,NA,NA,NA,NA,NA,20.3,11:57:00,NA,NA,50,16,6,60.326,7.178,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0.033153037,0,0,0.116035629,NA,0,0.066306074,0,0,0,0,0,0.016576518,0.049729555,NA
"2817","ICF2842",2020-10-16,10:51:00,"21-12-LSR-01","Shoal","Lower Sacramento",38.083196,-121.758244,6.5,19.9,681,7.85,7.8,0.33,7.8,2.3,65,NA,NA,NA,NA,NA,10.8,10:57:00,NA,4,0,0,6,51.256,6.479,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0.039019834,0,0.019509917,0.019509917,0,NA,0,0,0,0,0,0,0,0,0,NA
"2818","ICF2845",2020-10-16,11:09:00,"21-12-LSR-01","Channel Surface","Lower Sacramento",38.079402,-121.755538,32.1,20,908,5.88,7.8,0.45,7.76,2.23,88,NA,0.242,0.03,0.069,4.383,32.3,11:15:00,NA,4,0,0,6,55.329,7.034,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2819","ICF2848",2020-10-16,11:26:00,"21-12-LSR-01","Channel Deep","Lower Sacramento",38.081679,-121.751303,33.6,20,1559,10.37,7.8,0.79,7.65,2.1,NA,NA,NA,NA,NA,NA,31.6,11:32:00,NA,NA,90,19,6,44.122,5.173,0,0.271972258,0,0,0,0,NA,0,0,0.04532871,0,NA,NA,0,0.929238547,0,0,0.203979193,0,NA,0,0,0,0,0,0,0,0,0,NA
"2820","ICF2843",2020-10-16,09:29:00,"21-12-RVV-01","Shoal","Lower Sacramento",38.094926,-121.707324,7.6,20,1062,7,7.8,0.53,7.71,2.03,100,NA,NA,NA,NA,NA,7.9,09:35:00,NA,4,0,0,6,54.496,6.561,0,0,0,0,0,0,NA,0,0,0.018350052,0,NA,NA,0,0.403701139,0,0.036700104,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2821","ICF2849",2020-10-16,09:47:00,"21-12-RVV-01","Channel Surface","Lower Sacramento",38.093761,-121.708685,12.8,20,1034,6.95,7.8,0.51,7.7,2.17,105,NA,0.243,0.021,0.074,3.079,13.8,09:52:00,NA,4,0,0,5,51.789,6.025,0,0,0,0,0,0,NA,0,0,0,0.038618306,NA,NA,0,0.830293571,0,0.019309153,0.019309153,0,NA,0,0,0,0,0,0,0,0,0,NA
"2822","ICF2847",2020-10-16,10:08:00,"21-12-RVV-01","Channel Deep","Lower Sacramento",38.098342,-121.708879,20.2,20.4,1310,6.23,7.8,0.65,7.7,2.35,NA,NA,NA,NA,NA,NA,29.7,10:14:00,NA,NA,70,16,6,65.693,6.865,0,0.04566731,0,0,0,0,NA,0,0,0,0.030444873,NA,NA,0,0.989458375,0,0.076112183,0.015222437,0,NA,0,0,0,0,0,0,0,0,0,NA
"2823","ICF2841",2020-10-16,08:21:00,"21-12-RVV-02","Shoal","Lower Sacramento",38.128475,-121.690339,10.4,19.6,339,3.75,7.8,0.16,7.72,1.25,145,NA,0.232,0.038,0.073,4.379,12.2,08:26:00,NA,2,0,0,5,54.533,6.148,0,0,0,0,0,0,NA,0,0,0.055012869,0,NA,NA,0,0.458440578,0,1.705398949,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2824","ICF2846",2020-10-16,08:41:00,"21-12-RVV-02","Channel Surface","Lower Sacramento",38.132457,-121.693596,29.4,19.6,241,4.3,7.8,0.11,7.78,1.84,150,NA,NA,NA,NA,NA,27,08:47:00,NA,2,0,0,6,53.546,7.287,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,1.662122665,0,0.298808569,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2825","ICF2844",2020-10-16,09:02:00,"21-12-RVV-02","Channel Deep","Lower Sacramento",38.132172,-121.693694,29.3,19.6,218,4.35,7.7,0.1,7.72,1.33,NA,NA,NA,NA,NA,NA,27.8,09:08:00,NA,NA,80,18,6,52.596,6.436,0,0.019012774,0,0,0,0,NA,0,0,0.038025549,0.019012774,NA,NA,0,4.334912555,0,0.076051097,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2826","ICF2861",2020-10-19,11:08:00,"21-13-CFF-01","Shoal","Suisun Bay",38.058207,-121.861698,9.6,20.4,14434,5.7,7.9,8.38,7.99,2.97,85,NA,NA,NA,NA,NA,8.4,11:13:00,NA,4,0,0,5,58.189,6.891,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0.017185286,0,0.017185286,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2827","ICF2860",2020-10-19,11:31:00,"21-13-CFF-01","Channel Surface","Suisun Bay",38.058617,-121.866693,34.8,20.4,11762,4.22,7.8,6.74,7.67,3.63,105,NA,0.249,0.024,0.073,2.05,34.6,11:37:00,NA,NA,0,0,6,56.828,6.929,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0.017596967,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2828","ICF2865",2020-10-19,11:53:00,"21-13-CFF-01","Channel Deep","Suisun Bay",38.058632,-121.865958,30.4,20.4,13688,10.34,7.8,7.94,7.35,1.66,NA,NA,NA,NA,NA,NA,42,11:59:00,NA,NA,80,24,6,41.537,5.109,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0.024075119,0.024075119,0,0.674103325,0.024075119,NA,0.024075119,0,0,0,0,0,0,0,0,NA
"2829","ICF2851",2020-10-19,08:03:00,"21-13-CSS-01","Shoal","Cache Slough and Liberty Island",38.240695,-121.675004,7,19.4,160,1.19,7.4,0.08,8.17,1.32,247,NA,NA,NA,NA,NA,7.5,08:08:00,NA,2,0,0,5,62.329,8.502,0,0,0,0,0,0,NA,0,0,0.002005472,0,NA,NA,0,0,0,0.746035566,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2830","ICF2858",2020-10-19,08:28:00,"21-13-CSS-01","Channel Surface","Cache Slough and Liberty Island",38.236836,-121.682905,35.9,19.4,153,1.55,7.7,0.07,8.44,1.06,212,NA,0.207,0.072,0.071,2.17,42.6,08:33:00,NA,2,0,0,5,64.067,8.093,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,1.498423336,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2831","ICF2850",2020-10-19,08:59:00,"21-13-CSS-01","Channel Deep","Cache Slough and Liberty Island",38.236497,-121.682923,44.4,19.4,153,2.38,7.4,0.07,8.34,1.05,NA,NA,NA,NA,NA,NA,46.7,09:04:00,NA,NA,100,20,5,59.572,8.231,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0.050359434,0,2.266174509,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2832","ICF2852",2020-10-19,09:39:00,"21-13-CSS-02","Channel Surface","Cache Slough and Liberty Island",38.257283,-121.691368,33.6,19.6,159,1.78,7.6,0.07,8.55,1.33,195,NA,0.172,0.057,0.079,2.494,21.3,09:44:00,NA,2,0,0,5,68.953,8.647,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,1.174706621,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2833","ICF2863",2020-10-19,09:54:00,"21-13-CSS-02","Channel Deep","Cache Slough and Liberty Island",38.256431,-121.689097,37.8,19.5,157,2.04,7.5,0.07,8.39,1.14,NA,NA,NA,NA,NA,NA,32.8,09:59:00,NA,NA,100,18,5,62.753,9.118,0,0,0,0,0,0,NA,0,0,0.015935368,0,NA,NA,0,0.09561221,0,10.80417969,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2834","ICF2864",2020-10-19,10:15:00,"21-13-CSS-02","Shoal","Cache Slough and Liberty Island",38.257737,-121.688082,8.6,19.6,161,1.01,7.9,0.08,8.81,1.27,258,NA,NA,NA,NA,NA,7,10:20:00,NA,2,0,0,5,73.866,8.854,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,8.244679973,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2835","ICF2855",2020-10-19,11:16:00,"21-13-CSS-03","Channel Surface","Cache Slough and Liberty Island",38.374574,-121.633378,14.5,20.1,203,5.93,8.1,0.1,8.15,1.79,81,NA,0.02,0.004,0.109,2.438,12.4,11:21:00,NA,1,0,0,5,62.263,9.007,0,0.016060961,0,0,0,0,NA,0,0,0.144548645,0,NA,NA,0,0.016060961,0,2.939155787,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2836","ICF2859",2020-10-19,09:41:00,"21-13-SBM-01","Shoal","Suisun Bay",38.065996,-121.984628,7.7,19.9,20488,6.7,7.8,12.28,7.45,2.56,80,NA,NA,NA,NA,NA,10,09:46:00,NA,2,0,0,5,57.82,7.54,0,0,0,0,0,0,NA,0.017295066,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0.034590132,0,NA
"2837","ICF2853",2020-10-19,09:59:00,"21-13-SBM-01","Channel Surface","Suisun Bay",38.068405,-121.981855,19,19.9,20408,9.02,7.8,12.23,7.47,2.48,70,NA,0.285,0,0.068,5.015,17.6,10:05:00,NA,2,0,0,6,58.923,7.485,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2838","ICF2862",2020-10-19,10:15:00,"21-13-SBM-01","Channel Deep","Suisun Bay",38.069339,-121.983175,18.9,20.2,22917,17.61,7.8,13.77,7.13,1.94,NA,NA,NA,NA,NA,NA,18.7,10:21:00,NA,NA,50,15,6,66.146,7.802,0,0,0,0,0,0,NA,0,0,0,0.030236014,NA,NA,0,0,0.045354021,0,0,0.105826049,NA,0,0,0,0,0,0,0,0,0.120944055,NA
"2839","ICF2856",2020-10-19,08:20:00,"21-13-SBW-01","Shoal","Suisun Bay",38.059089,-122.085444,8.4,19.9,30814,9.32,7.8,19.19,6.95,2.34,75,NA,NA,NA,NA,NA,8,08:26:00,NA,1,0,0,6,67.766,8.779,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2840","ICF2857",2020-10-19,08:37:00,"21-13-SBW-01","Channel Surface","Suisun Bay",38.055432,-122.085563,26,19.8,29082,7.88,7.8,18,7.09,3.12,81,NA,0.267,0,0.073,5.854,23.3,08:43:00,NA,2,0,0,6,53.857,7.085,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0.018567584,NA,0,0,0,0,0,0,0,0,0,NA
"2841","ICF2854",2020-10-19,08:55:00,"21-13-SBW-01","Channel Deep","Suisun Bay",38.054825,-122.086184,24.3,20.1,31639,13.34,7.8,19.77,6.8,2.11,NA,NA,NA,NA,NA,NA,26.8,09:01:00,NA,NA,60,18,6,56.791,7.185,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0.035216823,NA,0,0,0,0,0,0,0,0,0,NA
"2842","ICF2868",2020-10-20,11:11:00,"21-13-LSR-01","Shoal","Lower Sacramento",38.058554,-121.789898,5.6,20.3,7133,3.2,7.9,4.14,8.28,1.38,142,NA,NA,NA,NA,NA,5.1,11:16:00,NA,3,0,0,5,66.115,9.123,0,0,0,0,0,0,NA,0,0,0.045375739,0,NA,NA,0,1.07389248,0,0.43863214,0.605009848,0.181502954,NA,0,0,0,0,0,0,0,0,0,NA
"2843","ICF2867",2020-10-20,11:46:00,"21-13-LSR-01","Channel Surface","Lower Sacramento",38.061351,-121.787483,30,20.5,6006,4.66,8,3.26,8.37,2.33,101,NA,0.27,0.002,0.073,4.026,29.5,11:51:00,NA,3,0,0,5,63.16,8.728,0,0.01583286,0,0,0,0,NA,0,0,0,0,NA,NA,0,0.11083002,0,0.06333144,0.221660041,0,NA,0.0791643,0,0,0,0,0,0,0,0,NA
"2844","ICF2870",2020-10-20,12:03:00,"21-13-LSR-01","Channel Deep","Lower Sacramento",38.06009,-121.789717,30.8,20.3,8136,7.37,7.9,4.53,8.06,1.02,NA,NA,NA,NA,NA,NA,30.4,12:08:00,NA,NA,80,19,5,50.681,6.809,0,0.019731321,0,0,0,0,NA,0,0,0,0.078925283,NA,NA,0,0.236775848,0,0,0.670864902,0.059193962,NA,0,0.157850565,0,0,0,0,0,0,0,NA
"2845","ICF2872",2020-10-20,09:18:00,"21-13-RVV-01","Shoal","Lower Sacramento",38.094309,-121.737787,8.3,20.2,4808,15.52,7.8,2.6,8.05,1.63,60,NA,NA,NA,NA,NA,8.5,09:23:00,NA,3,0,0,5,67.84,8.638,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0.206367791,0,1.356131198,0.014740556,0,NA,0,0,0,0,0,0,0,0,0,NA
"2846","ICF2874",2020-10-20,09:41:00,"21-13-RVV-01","Channel Surface","Lower Sacramento",38.092848,-121.736523,31.8,20,4522,9.29,7.9,2.42,8.25,1.7,66,NA,0.242,0.027,0.069,2.034,34.9,09:46:00,NA,3,0,0,5,63.619,8.643,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0.220060603,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2847","ICF2871",2020-10-20,10:24:00,"21-13-RVV-01","Channel Deep","Lower Sacramento",38.093093,-121.736467,33.1,20.3,5290,13.07,7.9,2.86,8.02,1.42,NA,NA,NA,NA,NA,NA,34.9,10:29:00,NA,NA,100,18,5,62.329,8.502,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0.581586866,0,0.004010944,0.968642953,0.027073871,NA,0,0.006016416,0,0,0,0,0,0,0,NA
"2848","ICF2869",2020-10-20,07:58:00,"21-13-RVV-02","Shoal","Lower Sacramento",38.110335,-121.715439,7.2,20,2012,15.9,7.7,1,8.17,1.6,65,NA,NA,NA,NA,NA,8.8,08:03:00,NA,3,0,0,5,71.776,7.963,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0.348304298,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2849","ICF2873",2020-10-20,08:22:00,"21-13-RVV-02","Channel Surface","Lower Sacramento",38.106994,-121.709834,16.8,20,1889,6.52,7.8,0.97,8.27,1.42,123,NA,0.251,0.041,0.066,4.176,15.5,08:27:00,NA,3,0,0,5,65.983,8.627,0,0,0,0,0,0.015155485,NA,0,0,0,0,NA,NA,0,0.136399361,0,0.106088392,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2850","ICF2866",2020-10-20,08:49:00,"21-13-RVV-02","Channel Deep","Lower Sacramento",38.108296,-121.712517,21.6,20,2939,10.07,7.8,1.54,8.2,1.63,NA,NA,NA,NA,NA,NA,24.1,08:54:00,NA,NA,60,18,5,64.453,8.647,0,0,0,0,0,0,NA,0,0,0,0.015515296,NA,NA,0,0.496489457,0,0.015515296,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2851","ICF2878",2020-10-21,09:36:00,"21-13-GBB-01","Shoal","Suisun Marsh",38.106708,-122.039542,9,20.1,27193,8.37,7.8,16.73,7.08,3.18,70,NA,0.273,0.011,0.083,0,7.6,09:41:00,NA,2,0,0,5,58.379,7.174,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2852","ICF2880",2020-10-21,09:51:00,"21-13-GBB-01","Channel Surface","Suisun Bay",38.101452,-122.040081,21.1,20.1,27409,7.28,7.8,16.87,7.11,3.24,75,NA,NA,NA,NA,NA,17.8,09:57:00,NA,2,0,0,6,53.815,6.885,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2853","ICF2881",2020-10-21,10:05:00,"21-13-GBB-01","Channel Deep","Suisun Bay",38.100977,-122.040074,22.1,20.1,28427,9.8,7.8,17.58,7.02,2.65,NA,NA,NA,NA,NA,NA,20.7,10:10:00,NA,NA,50,18,5,58.669,7.244,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2854","ICF2876",2020-10-21,10:56:00,"21-13-GBB-02","Shoal","Suisun Marsh",38.10943,-122.064053,5.7,20,23802,11.34,7.8,14.45,7.18,2.85,60,NA,NA,NA,NA,NA,7.3,11:02:00,NA,2,0,0,6,55.556,7.022,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA
"2855","ICF2883",2020-10-21,11:17:00,"21-13-GBB-02","Channel Surface","Suisun Marsh",38.108457,-122.05989,8.4,20.2,23153,8.01,7.8,14.14,7.25,3.45,60,NA,0.299,0.01,0.076,4.65,7.9,11:22:00,NA,2,0,0,5,52.438,6.75,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA
