Project,Year,Survey,Month,Date,Station,Time,TowDuration,Region,TideCode,DepthBottom,CondSurf,PPTSurf,CondBott,PPTBott,TempSurf,TempBottom,Secchi,Turbidity,Microcystis,TotalMeter,MeterEstimate,Volume,ACARTELA,ACARTIA,DIAPTOM,EURYTEM,OTHCALAD,PDIAPFOR,PDIAPMAR,SINOCAL,TORTANUS,ALLCALADULTS,ACANTHO,LIMNOSPP,LIMNOSINE,LIMNOTET,OITHDAV,OITHSIM,OITHSPP,OTHCYCAD,ALLCYCADULTS,HARPACT,EURYJUV,OTHCALJUV,PDIAPJUV,SINOCALJUV,ASINEJUV,ACARJUV,DIAPTJUV,TORTJUV,ALLCALJUV,LIMNOJUV,OITHJUV,OTHCYCJUV,ALLCYCJUV,EURYNAUP,OTHCOPNAUP,PDIAPNAUP,SINONAUP,ALLCOPNAUP,BOSMINA,DAPHNIA,DIAPHAN,OTHCLADO,ALLCLADOCERA,ASPLANCH,KERATELA,OTHROT,POLYARTH,SYNCH,TRICHO,ALLROTIFERS,BARNNAUP,CRABZOEA,OSTRACOD,CUMAC
STN,2021,4,7,7/23/2021,797,9:59,10,Sac. Deep Water Channel,2,10.1,615,0.28,573,0.26,22.9,22.1,24,66.4,1,14517,Y,4.4,0,0,96.3,0,0,3808.7,0,586,0,4491,0,0,0,0,0,0,0,0,0,12,4,0,3708.4,742.5,0,0,52.2,0,4507.1,4,0,0,4,0,0,276.9,4,280.9,0,0,3086.3,0,3086.3,0,0,0,0,0,0,0,0,0,12,0
STN,2021,5,8,8/2/2021,323,13:34,10,San Pablo Bay,2,3,36933,23.35,21463,12.86,20.9,19.8,67,6.3,1,16120,N,4.9,0,49,0,0,3.1,0,0,0,0,52.1,0,0,0,0,260.5,0,0,0,260.5,41.4,0,26.1,160.9,0,0,355.5,0,9.2,551.6,0,1.5,0,1.5,0,32.2,0,0,32.2,0,0,0,0,0,0,0,0,0,0,0,0,565.4,0,0,0
STN,2021,5,8,8/2/2021,340,14:28,10,Napa River,2,4,32770,20.45,15474,9,20.6,20.7,38,10.1,1,10759,N,3.3,4.6,55.1,0,0,9.2,0,422.4,0,197.4,688.7,0,0,0,0,344.3,0,0,4.6,348.9,206.6,0,9.2,179.1,0,0,41.3,0,78.1,307.6,0,0,9.2,9.2,0,78.1,0,0,78.1,0,0,0,0,0,0,0,0,0,0,0,0,362.7,0,0,0
STN,2021,5,8,8/2/2021,501,12:21,10,Suisun Bay,4,7.9,20332,12.12,16850,9.88,20.2,20,36,13.4,2,14993,N,4.6,148.3,0,0,0,0,5.5,0,0,33,186.7,0,0,0,11,406.3,0,0,0,417.3,5.5,0,0,11,0,164.7,0,0,422.8,598.5,0,0,0,0,0,214.2,27.5,0,241.6,0,0,0,0,0,0,0,0,0,0,0,0,20701.3,0,0,0
STN,2021,5,8,8/2/2021,513,10:30,10,Suisun Bay,4,11.6,8122,4.49,7754,4.27,20.7,19.8,57,9.6,3,14265,N,4.3,1318,0,0,0,0,4,0,0,0,1322,0,0,0,16,4,0,0,0,20,12,0,0,0,0,1310,0,0,56.1,1366,0,0,0,0,0,24,0,0,24,0,0,0,72.1,72.1,0,0,0,0,0,0,0,64.1,24,0,0
STN,2021,5,8,8/2/2021,707,9:43,10,Lower Sacramento River,2,9.8,291,0.13,303,0.13,21.9,21.7,82,7.1,2,10010,N,3,243.8,0,0,0,0,712.6,0,0,0,956.4,0,0,0,0,0,0,0,6.3,6.3,6.3,0,0,3675.4,0,18.8,0,0,0,3694.1,0,0,0,0,0,0,368.8,0,368.8,6.3,0,6.3,6.3,18.8,0,0,0,0,0,0,0,6.3,0,12.5,0
STN,2021,5,8,8/2/2021,804,9:33,10,Confluence,2,9.8,2686,1.37,3394,1.76,21.5,20.9,68,7.9,3,12370,N,3.8,173,0,0,0,0,199.7,0,0,0,372.7,0,0,0,20,0,0,0,46.6,66.6,33.3,0,0,352.7,0,758.7,0,0,0,1111.5,13.3,0,6.7,20,0,0,99.8,0,99.8,26.6,0,26.6,86.5,139.8,0,0,20,0,0,0,20,6.7,0,39.9,0
STN,2021,5,8,8/2/2021,809,7:24,10,Lower San Joaquin,2,12.8,1394,0.68,1425,0.69,21.6,20.7,73,7.5,3,11431,Y,3.5,190,0,0,10,0,689.9,0,0,0,889.9,0,0,0,15,0,0,0,0,15,15,15,0,1459.8,0,1564.7,0,0,0,3039.5,0,0,15,15,0,65,384.9,0,449.9,190,0,255,210,654.9,0,0,0,0,0,0,0,0,0,0,5
STN,2021,5,8,8/2/2021,902,8:42,10,Old River,2,7.6,623,0.29,642,0.29,22.2,21.7,93,11.3,4,10283,N,3.1,0,0,19.2,38.4,0,14372.7,0,0,0,14430.3,0,0,0,0,0,0,0,38.4,38.4,38.4,384.3,0,23634.3,38.4,57.6,0,0,0,24114.6,0,0,134.5,134.5,0,96.1,3708.5,0,3804.5,1460.3,57.6,6244.8,5111.2,12873.9,0,0,76.9,0,0,0,76.9,0,0,134.5,0
STN,2021,5,8,8/2/2021,910,14:33,10,South Delta,4,11.6,439,0.2,439,0.2,26,25.5,166,3,4,9764,N,3,0,0,0,0,0,2549.8,0,27,0,2576.7,0,0,0,0,0,0,0,107.9,107.9,27,134.9,0,8607.1,40.5,0,0,0,0,8782.5,0,0,161.9,161.9,0,148.4,2522.8,0,2671.2,2199,445.2,12303.6,10549.8,25497.6,0,0,13.5,0,0,0,13.5,0,0,13.5,0
STN,2021,5,8,8/2/2021,912,13:53,10,South Delta,4,12.2,380,0.17,400,0.18,26.1,26.2,110,3.6,4,9439,N,2.9,0,0,0,0,0,6698.6,0,55.8,0,6754.4,83.7,0,55.8,0,0,0,0,0,139.6,0,0,0,28189.7,195.4,0,0,0,0,28385.1,0,0,6531.1,6531.1,0,390.8,809.4,0,1200.2,18867.6,362.8,7815,5330.9,32376.3,0,0,0,0,0,0,0,0,0,27.9,0
STN,2021,5,8,8/2/2021,914,12:52,10,South Delta,4,9.8,577,0.26,594,0.27,25.7,26.5,169,2.3,NA,9717,N,3,0,0,0,13.6,0,8106.5,0,0,0,8120.1,0,0,0,0,0,0,0,13.6,13.6,0,94.9,0,17311.1,13.6,0,0,0,0,17419.5,0,0,54.2,54.2,0,216.9,3673.7,0,3890.6,474.5,298.2,4609.1,12092,17473.8,0,0,0,0,0,0,0,0,0,27.1,0
STN,2021,5,8,8/2/2021,915,9:37,10,South Delta,2,8.8,601,0.27,655,0.3,24.4,24,107,3.7,4,10078,N,3.1,11.4,0,0,45.8,0,3385.3,0,0,0,3442.4,0,0,11.4,0,0,0,0,22.9,34.3,0,205.9,0,14250.1,0,11.4,0,0,0,14467.4,0,0,114.4,114.4,0,297.4,4380.2,0,4677.6,1052.2,194.4,4483.2,4574.7,10304.4,68.6,0,11.4,0,0,0,80.1,0,0,80.1,0
STN,2021,5,8,8/2/2021,918,10:26,10,South Delta,2,7.6,705,0.33,701,0.32,25,24.4,121,4.4,4,9370,N,2.8,0,0,0,21.1,0,1381.2,0,0,0,1402.3,0,0,0,0,0,0,0,0,0,31.6,158.2,0,13411.4,10.5,10.5,0,10.5,0,13601.2,0,0,116,116,0,611.5,4143.6,10.5,4765.7,411.2,84.4,10048,2403.9,12947.5,0,0,0,0,0,0,0,0,0,52.7,0
STN,2021,5,8,8/3/2021,520,13:00,10,Suisun Bay,4,12.5,8205,4.54,9713,5.44,22.4,22.5,58,10.7,3,9538,N,2.9,587.2,0,0,0,0,36,0,0,0,623.1,0,0,0,161.8,24,0,0,0,185.7,6,6,0,53.9,0,1569.7,0,0,155.8,1785.4,0,0,0,0,0,317.5,18,0,335.5,0,0,0,24,24,0,0,6,0,0,0,6,401.4,24,0,0
STN,2021,5,8,8/3/2021,704,11:29,10,Lower Sacramento River,4,7.9,3598,1.87,4352,2.29,21.1,21.2,44,11.9,2,9468,N,2.9,2893.8,0,0,0,0,27.8,0,0,0,2921.6,0,0,0,104.3,0,0,0,0,104.3,0,0,0,20.9,0,493.9,0,0,0,514.8,27.8,0,0,27.8,0,0,7,0,7,0,0,0,41.7,41.7,0,0,0,0,0,0,0,7,13.9,7,20.9
STN,2021,5,8,8/3/2021,706,10:40,10,Lower Sacramento River,4,7.9,1100,0.53,1940,0.96,21.6,21.1,58,10.2,2,9776,N,3,1857.2,0,0,0,0,221,0,0,0,2078.1,0,0,0,29.9,0,0,0,11.9,41.8,0,0,0,513.6,0,328.4,0,0,0,842,0,0,17.9,17.9,0,0,53.7,0,53.7,0,0,11.9,11.9,23.9,0,0,0,0,0,0,0,0,0,0,0
STN,2021,5,8,8/3/2021,812,8:41,10,Lower San Joaquin,2,10.1,528,0.24,529,0.24,21.9,21.9,79,6.1,4,10015,N,3,65.8,0,0,13.2,0,8286.2,0,0,0,8365.1,13.2,0,0,0,0,0,0,13.2,26.3,13.2,92.1,0,11903.2,0,328.8,0,0,0,12324.1,0,0,105.2,105.2,0,184.1,5024.3,0,5208.5,2630.5,39.5,4958.6,4813.9,12442.4,0,0,26.3,0,0,0,26.3,0,0,26.3,0
STN,2021,5,8,8/3/2021,815,8:03,10,Lower San Joaquin,2,4.6,353,0.16,464,0.21,22.2,21.7,114,4.6,3,10014,N,3,23,0,0,34.5,0,11153,0,11.5,0,11222,0,0,0,0,0,0,0,34.5,34.5,11.5,34.5,0,13961.3,0,126.6,0,0,0,14122.5,0,0,103.6,103.6,0,69.1,4062.9,0,4132,1795.5,0,3890.3,6468.5,12154.3,11.5,0,34.5,0,0,0,46,0,0,46,0
STN,2021,5,8,8/3/2021,906,7:17,10,San Joaquin River,2,11.6,476,0.21,469,0.21,22.7,22,147,6.2,2,10114,N,3.1,0,0,0,78.1,0,10061,0,0,0,10139.1,0,0,0,0,0,0,0,19.5,19.5,19.5,58.6,0,20551.8,19.5,39.1,0,0,0,20669,0,0,136.8,136.8,0,293,5548.2,0,5841.2,2696,234.4,11389.4,13792.4,28112.2,0,0,0,0,0,0,0,0,0,19.5,0
STN,2021,5,8,8/3/2021,919,6:29,10,Mokelumne River,2,7.6,166,0.07,207,0.09,22.2,21.1,164,2.3,1,9952,N,3,0,0,0,0,0,4325.7,0,0,0,4325.7,5.8,0,0,0,0,0,0,11.6,17.4,0,0,0,18067.1,0,0,0,29,0,18096,0,0,104.2,104.2,0,5.8,1743,0,1748.8,289.5,11.6,1071.3,503.8,1876.2,0,0,40.5,0,0,0,40.5,0,0,11.6,0
STN,2021,5,8,8/4/2021,405,7:34,10,Suisun Bay (Carquinez St.),2,4.6,24236,14.68,24508,14.86,19,18.7,20,66.3,1,13055,N,4,166.3,0,0,0,13.1,4.4,157.6,0,210.1,551.5,0,0,0,17.5,429,0,0,0,446.5,78.8,0,0,52.5,0,232,4.4,0,363.3,652.2,0,0,0,0,0,258.3,0,0,258.3,0,0,0,0,0,0,0,0,0,0,0,0,4167.1,0,0,8.8
STN,2021,5,8,8/4/2021,418,8:28,10,Suisun Bay (Mothball),2,9.4,21247,12.71,22040,13.23,19.1,18.7,12,51.5,1,10343,N,3.1,73.2,0,0,0,0,0,33.8,0,95.8,202.8,0,0,0,0,568.9,0,0,0,568.9,22.5,0,0,90.1,0,163.4,0,0,732.3,985.8,5.6,0,5.6,11.3,0,698.5,0,0,698.5,0,0,0,0,0,0,0,0,0,0,0,0,11773.1,0,0,5.6
STN,2021,5,8,8/4/2021,606,10:56,10,Suisun Bay (Mont. Sl.),4,6.7,17859,10.52,18149,10.71,21.2,21,42,13.5,1,10158,N,3.1,393.9,0,0,0,0,14.6,0,0,34,442.5,0,0,0,29.2,131.3,0,0,0,160.5,4.9,9.7,0,34,0,427.9,0,0,622.4,1094.1,0,0,0,0,0,534.9,0,0,534.9,0,0,0,0,0,0,0,4.9,0,0,0,4.9,58.4,4.9,19.5,53.5
STN,2021,5,8,8/4/2021,609,12:00,10,Suisun Bay (Mont. Sl.),4,10.7,15513,9.03,15609,9.09,20.6,20.6,41,12.1,1,12532,N,3.8,324.5,0,0,5,0,30,0,0,44.9,404.4,0,0,0,54.9,44.9,0,0,10,109.8,59.9,44.9,0,69.9,0,514.3,0,0,174.8,803.8,0,0,5,5,0,888.7,10,0,898.7,0,0,0,0,0,0,0,0,0,0,0,0,828.8,229.7,64.9,10
STN,2021,5,8,8/4/2021,610,13:18,10,Suisun Bay (Mont. Sl.),4,4.9,12332,7.04,12425,7.1,20.5,20.4,34,17.4,1,11045,N,3.4,893.2,0,0,0,0,47.6,0,0,5.3,946.1,0,0,0,52.9,68.7,0,0,0,121.6,100.4,37,0,5.3,0,724.1,0,0,63.4,829.8,0,0,0,0,0,58.1,5.3,0,63.4,0,0,0,0,0,0,0,0,0,0,0,0,655.4,21.1,174.4,5.3
STN,2021,5,8,8/4/2021,711,7:01,10,Sacramento River,2,4.3,324,0.14,519,0.23,21.7,20.9,119,6.3,3,9955,N,3,36,0,0,6,0,611.6,0,0,0,653.5,0,0,0,0,0,0,0,12,12,6,0,0,3393.6,0,0,0,6,0,3399.6,0,0,18,18,0,6,809.4,0,815.4,36,0,42,42,119.9,0,0,0,0,0,0,0,6,0,18,0
STN,2021,5,8,8/4/2021,713,7:37,10,Cache Slough,2,13.4,204,0.09,365,0.16,21.4,20.8,126,5.4,2,9510,N,2.9,12.6,0,0,0,0,1217.6,0,0,0,1230.2,0,0,0,0,0,0,0,31.4,31.4,6.3,0,0,5968.8,0,6.3,0,0,0,5975,0,0,75.3,75.3,6.3,12.6,1500,0,1518.9,6.3,0,31.4,56.5,94.2,0,0,6.3,0,0,0,6.3,12.6,0,18.8,0
STN,2021,5,8,8/4/2021,716,8:42,10,Cache Slough,2,20.1,203,0.09,207,0.09,20.8,20.3,124,5.8,2,8308,N,2.5,22.6,0,0,0,0,248.5,0,0,0,271.1,0,0,0,0,0,0,0,0,0,7.5,22.6,0,5919.5,0,0,0,0,0,5942.1,0,0,15.1,15.1,0,7.5,813.4,0,820.9,0,0,45.2,105.4,150.6,0,0,7.5,0,0,0,7.5,0,0,30.1,0
STN,2021,5,8,8/4/2021,722,9:18,10,Cache Slough,2,6.1,209,0.09,204,0.09,20.7,20.1,112,5.9,1,13158,N,4,9.5,0,0,0,0,14.3,0,0,0,23.8,0,0,0,0,0,0,0,0,0,0,0,0,3290.6,9.5,0,0,0,0,3300.1,0,0,23.8,23.8,0,0,1407.5,0,1407.5,19,0,33.3,71.3,123.6,0,0,9.5,0,0,0,9.5,0,0,4.8,0
STN,2021,5,8,8/4/2021,723,8:10,10,Sac. Deep Water Channel,2,11.3,213,0.09,211,0.09,21.6,20.8,100,7.2,2,9810,N,3,24.3,0,0,0,0,657.1,0,6.1,0,687.5,0,0,0,0,0,0,0,6.1,6.1,6.1,0,0,7477.7,0,0,0,0,0,7477.7,0,0,30.4,30.4,0,0,760.5,0,760.5,18.3,0,36.5,6.1,60.8,0,0,6.1,0,0,0,6.1,85.2,0,0,0
STN,2021,5,8,8/5/2021,411,11:43,10,Suisun Bay,4,4.6,21278,12.73,21280,12.74,20.1,19.3,30,16.8,2,9464,N,2.9,26.1,0,0,0,0,52.2,226.2,0,8.7,313.2,0,0,0,69.6,243.6,0,0,0,313.2,43.5,0,0,104.4,0,87,17.4,0,113.1,321.9,17.4,0,0,17.4,0,69.6,0,0,69.6,0,0,0,0,0,0,0,0,0,0,0,0,1800.7,0,8.7,52.2
STN,2021,5,8,8/5/2021,504,12:38,10,Suisun Bay,4,6.1,13687,7.88,15547,9.05,20.6,20,68,9.2,2,8082,N,2.5,1189,0,0,0,0,7.4,0,0,73.9,1270.3,0,0,0,0,118.2,0,0,0,118.2,0,0,0,14.8,0,1373.7,0,0,753.3,2141.7,0,0,0,0,0,339.7,0,0,339.7,0,0,0,0,0,0,0,0,0,0,0,0,3707.4,7.4,7.4,0
STN,2021,5,8,8/5/2021,508,8:51,10,Suisun Bay,2,7.6,10728,6.06,10773,6.08,19.6,19.2,42,24.2,2,10848,N,3.3,1471.5,0,0,0,0,138.1,0,0,0,1609.7,0,0,0,31.9,100.9,0,0,0,132.8,10.6,0,0,26.6,0,2188.7,0,0,201.9,2417.2,21.3,0,0,21.3,0,143.4,5.3,0,148.8,0,0,0,10.6,10.6,0,0,0,0,0,0,0,419.7,0,0,5.3
STN,2021,5,8,8/5/2021,519,9:35,10,Suisun Bay (Honker),4,1.2,17158,10.07,16724,9.8,18.8,18,12,43.6,2,9842,N,3,146.2,0,0,0,0,82.7,6.4,0,25.4,260.7,0,0,0,6.4,190.7,0,0,0,197.1,6.4,0,0,19.1,0,343.3,0,0,413.2,775.6,0,0,0,0,0,451.4,0,0,451.4,0,0,0,0,0,0,0,0,0,0,0,0,2701.9,0,0,0
STN,2021,5,8,8/5/2021,602,10:38,10,Suisun Bay (Grizzly),4,1.5,18374,10.85,17139,10.06,19.8,19.5,15,38.6,2,12193,N,3.7,97.9,0,0,0,0,9.8,4.9,0,0,112.6,0,0,0,19.6,146.9,0,0,0,166.4,19.6,0,0,93,0,347.6,0,0,783.2,1223.8,4.9,4.9,4.9,14.7,0,357.4,0,0,357.4,0,0,0,0,0,0,0,0,0,4.9,0,4.9,3088.9,0,0,58.7
STN,2021,5,8,8/5/2021,719,7:31,10,Sac. Deep Water Channel,2,13.7,342,0.15,158,0.07,21.1,20.4,31,36.7,1,12960,N,3.9,0,0,4.4,0,0,3197.2,0,848.8,0,4050.4,0,0,13.2,0,0,0,0,4.4,17.6,0,0,0,4340.7,470.6,0,0,4.4,0,4815.6,0,0,0,0,0,0,219.9,0,219.9,4.4,0,840,0,844.4,0,0,0,0,0,0,0,0,0,0,0
STN,2021,5,8,8/5/2021,795,9:10,10,Sac. Deep Water Channel,2,11.6,1018,0.48,948,0.45,22,21.2,53,42.1,1,12464,N,3.8,0,0,824.3,0,0,3424.2,0,613,0,4861.5,0,0,148,0,0,0,0,0,148,21.1,0,0,7968.6,1120.3,0,0,1828.3,0,10917.1,0,0,31.7,31.7,0,42.3,856,105.7,1004,126.8,31.7,16518.4,2483.6,19160.5,10.6,0,10.6,0,0,0,21.1,0,0,0,0
STN,2021,5,8,8/5/2021,796,9:51,10,Sac. Deep Water Channel,2,11,842,0.39,828,0.39,22.1,21.3,47,38.9,1,12499,N,3.8,4.6,0,599.4,0,0,212.1,0,373.5,0,1189.6,0,0,13.8,0,0,0,0,0,13.8,4.6,0,0,2582,1078.9,0,0,710.1,0,4371,0,0,0,0,0,0,350.4,32.3,382.7,0,0,2766.4,9.2,2775.7,0,0,0,0,0,0,0,0,0,0,0
STN,2021,5,8,8/5/2021,797,8:11,10,Sac. Deep Water Channel,2,9.8,548,0.25,453,0.2,21.4,19.6,26,75,1,12722,N,3.9,0,0,72.5,0,0,3003.3,0,770.1,0,3845.9,0,0,13.6,0,0,0,0,0,13.6,31.7,0,0,4693,1087.2,0,0,72.5,0,5852.6,0,0,0,0,0,0,86.1,4.5,90.6,0,0,3062.2,0,3062.2,0,0,0,0,0,0,0,0,0,9.1,0
STN,2021,5,8,8/5/2021,801,6:32,10,Confluence,2,6.7,8565,4.75,8788,4.88,20.3,19.3,71,9.3,2,11431,Y,3.5,409.1,0,0,0,0,167.1,0,0,0,576.2,0,0,0,23.1,23.1,0,0,0,46.1,5.8,0,0,23.1,0,1452,0,0,74.9,1549.9,5.8,0,5.8,11.5,0,51.9,0,0,51.9,0,0,0,5.8,5.8,0,0,5.8,0,0,0,5.8,80.7,0,5.8,0
STN,2021,6,8,8/16/2021,340,12:48,10,Napa River,2,4.6,33189,20.74,33664,21.07,20.7,21.2,44,13.9,1,13649,N,4.1,0,114.6,0,0,30.2,0,392.1,0,24.1,561,0,0,0,0,657.5,0,0,0,657.5,301.6,0,30.2,199.1,0,0,211.1,0,60.3,500.6,0,6,0,6,0,84.4,0,0,84.4,0,0,0,0,0,0,0,0,0,0,0,0,1495.9,6,0,6
STN,2021,6,8,8/16/2021,418,11:49,10,Suisun Bay (Mothball),4,10.4,26438,16.15,28221,17.35,20.7,20.4,56,9.1,1,11358,N,3.4,40.6,4.1,0,0,12.2,0,24.4,0,162.4,243.5,0,0,0,0,89.3,0,0,0,89.3,36.5,0,0,48.7,0,8.1,28.4,0,170.5,255.7,0,0,0,0,0,16.2,0,0,16.2,0,0,0,0,0,0,0,0,0,20.3,0,20.3,3470.6,4.1,0,0
STN,2021,6,8,8/16/2021,602,10:54,10,Suisun Bay (Grizzly),4,1.5,20008,11.91,20219,12.04,20.8,20.6,39,15.3,1,10623,N,3.2,212,0,0,0,0,0,0,0,94.2,306.3,0,0,0,5.9,135.5,0,0,0,141.4,5.9,5.9,0,5.9,0,188.5,0,0,477.1,677.4,0,0,0,0,0,47.1,0,0,47.1,0,0,0,0,0,0,0,0,0,0,0,0,7533.3,0,0,0
STN,2021,6,8,8/16/2021,606,9:40,10,Suisun Bay (Mont. Sl.),4,7,20042,11.93,16312,9.54,21.4,20.9,32,38.2,1,11285,N,3.4,410.3,0,0,0,0,11.1,5.5,0,55.4,482.4,0,0,0,5.5,105.3,0,0,5.5,116.4,22.2,0,0,0,0,316,5.5,0,1319.6,1641.2,0,16.6,0,16.6,0,548.9,0,0,548.9,0,0,0,0,0,0,0,0,0,0,0,0,1984.9,0,0,5.5
STN,2021,6,8,8/16/2021,609,8:24,10,Suisun Bay (Mont. Sl.),4,10.4,16515,9.66,16075,9.39,21.2,20.8,38,15.3,1,11224,N,3.4,384.9,0,0,5.2,0,46.8,0,0,26,462.9,0,0,0,67.6,57.2,0,0,5.2,130,31.2,135.2,0,10.4,0,213.3,0,0,52,410.9,5.2,0,0,5.2,0,280.9,5.2,0,286.1,0,0,0,0,0,0,0,5.2,0,0,0,5.2,187.2,145.6,130,31.2
STN,2021,6,8,8/16/2021,610,7:04,10,Suisun Bay (Mont. Sl.),2,3.4,13173,7.56,8755,4.86,20.6,20.4,42,13.2,1,11232,N,3.4,529.2,0,0,5.6,0,16.7,0,0,33.4,584.9,0,0,0,39,33.4,0,0,0,72.4,61.3,27.9,0,16.7,0,367.7,0,0,66.9,479.1,11.1,0,0,11.1,0,72.4,11.1,0,83.6,0,0,0,0,0,0,0,0,0,0,0,0,183.8,83.6,66.9,5.6
STN,2021,6,8,8/17/2021,323,7:30,10,San Pablo Bay,4,3,36110,22.77,35276,22.19,19.8,19.1,47,12.9,1,12106,N,3.7,0,728.8,0,0,87.9,0,10.3,0,0,827,0,0,0,0,666.7,0,0,0,666.7,62,0,103.4,547.9,0,0,1777.9,0,5.2,2434.3,0,5.2,0,5.2,0,46.5,0,0,46.5,0,0,0,0,0,0,0,0,0,0,0,0,1628.1,15.5,0,0
STN,2021,6,8,8/17/2021,405,8:32,10,Suisun Bay (Carquinez St.),4,4,25355,15.43,25622,15.6,20,19.7,44,12.9,1,10224,N,3.1,8.1,0,0,0,24.2,0,0,0,0,32.2,0,0,0,0,1586.3,0,0,0,1586.3,32.2,0,8.1,48.3,0,64.4,64.4,0,555.6,740.8,0,24.2,0,24.2,0,756.9,0,0,756.9,0,0,0,0,0,0,0,0,0,0,0,0,27201,0,8.1,0
STN,2021,6,8,8/17/2021,411,9:26,10,Suisun Bay,4,4.6,22200,13.34,24365,14.77,20.5,20,69,8.3,1,9633,N,2.9,0,5.9,0,0,0,0,136.4,0,0,142.4,0,0,0,23.7,551.7,0,0,17.8,593.2,23.7,0,0,17.8,0,35.6,5.9,0,219.5,278.8,0,17.8,0,17.8,0,462.7,0,0,462.7,0,0,0,0,0,0,0,0,0,0,0,0,13905.1,0,0,17.8
STN,2021,6,8,8/17/2021,501,10:17,10,Suisun Bay,4,7.6,17663,10.4,20431,12.18,20.5,19.9,68,11.7,2,11114,N,3.4,546.1,0,0,0,11.3,0,11.3,0,39.4,608,0,0,0,0,28.2,0,0,0,28.2,0,0,0,5.6,0,517.9,5.6,0,140.7,669.9,0,0,0,0,0,135.1,0,0,135.1,0,0,0,0,0,0,0,0,0,0,0,0,9035.7,0,0,5.6
STN,2021,6,8,8/17/2021,504,11:10,10,Suisun Bay,4,7.6,17761,10.46,16891,9.9,20.7,20.3,50,13.9,2,11698,N,3.6,1347.9,0,0,0,5.4,10.7,0,0,149.8,1513.7,0,0,0,26.7,53.5,0,0,0,80.2,0,0,0,0,0,438.6,0,0,26.7,465.3,10.7,0,0,10.7,0,16.1,0,0,16.1,0,0,0,0,0,0,0,0,0,0,0,0,1749,0,0,5.4
STN,2021,6,8,8/17/2021,519,12:00,10,Suisun Bay (Honker),4,2.1,15868,9.25,15961,9.31,20.7,20.6,33,21.1,2,10213,N,3.1,294.1,0,0,0,0,6.1,0,0,91.9,392.1,0,0,0,18.4,42.9,0,0,0,61.3,0,0,0,30.6,0,330.8,0,0,140.9,502.4,0,0,0,0,0,36.8,12.3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,1464.2,0,0,0
STN,2021,6,8,8/17/2021,704,6:53,10,Lower Sacramento River,2,10.7,3811,1.99,2349,1.18,21.2,20.6,46,18.4,2,12270,N,3.7,1723.2,0,0,0,0,330.7,0,0,0,2053.9,0,0,0,93.2,0,0,0,0,93.2,9.3,0,0,41.9,0,102.5,0,0,0,144.4,14,0,4.7,18.6,0,9.3,4.7,0,14,0,0,0,4.7,4.7,0,0,0,0,0,0,0,0,9.3,0,0
STN,2021,6,8,8/17/2021,706,7:59,10,Lower Sacramento River,2,9.4,1287,0.62,1075,0.51,21.9,20.8,52,17.6,1,11092,N,3.4,1665.6,0,0,0,0,2574,0,0,0,4239.6,0,0,0,187,0,0,0,0,187,0,8.9,0,2208.9,0,17.8,0,0,0,2235.6,0,0,8.9,8.9,0,8.9,106.9,0,115.8,0,0,8.9,17.8,26.7,0,0,0,0,0,0,0,0,0,17.8,0
STN,2021,6,8,8/17/2021,707,8:54,10,Lower Sacramento River,3,9.8,350,0.15,323,0.14,22.5,20.8,95,9.1,2,11477,Y,3.5,150.6,0,0,0,0,335.7,0,0,0,486.4,0,0,0,0,0,0,0,4.3,4.3,4.3,0,0,1747.4,0,0,0,0,0,1747.4,0,0,4.3,4.3,0,0,51.7,0,51.7,17.2,0,4.3,4.3,25.8,0,0,0,0,0,0,0,0,0,8.6,0
STN,2021,6,8,8/17/2021,812,10:39,10,Lower San Joaquin,4,4.6,494,0.22,482,0.22,23.3,22.4,100,9.1,4,11471,N,3.5,0,0,0,8.6,0,6958.8,0,0,0,6967.5,0,0,0,0,0,0,0,17.2,17.2,0,94.7,0,8879.4,0,0,0,8.6,0,8982.8,0,0,94.7,94.7,0,86.1,1188.5,0,1274.6,1507.2,0,3694.7,3849.8,9051.7,0,0,17.2,0,0,0,17.2,0,0,43.1,0
STN,2021,6,8,8/17/2021,815,11:21,10,Lower San Joaquin,4,6.1,387,0.17,479,0.22,24.2,23.4,111,13.7,4,11091,N,3.4,0,0,0,11.9,0,8681.9,0,0,0,8693.7,0,0,0,0,0,0,0,23.8,23.8,0,106.9,0,11971.7,0,0,0,0,0,12078.6,0,0,71.3,71.3,0,11.9,1235.2,0,1247.1,1698.4,23.8,3028.6,5023.8,9774.5,0,0,0,0,0,0,0,0,0,130.6,0
STN,2021,6,8,8/17/2021,906,12:22,10,San Joaquin River,4,11.9,450,0.2,443,0.2,24.7,24,123,6,4,11791,N,3.6,0,0,0,33.5,0,7188.9,0,0,0,7222.4,0,0,0,0,0,0,0,16.8,16.8,16.8,318.4,0,12752.4,0,0,0,0,0,13070.8,0,0,16.8,16.8,0,134.1,2429.8,16.8,2580.6,4826.1,134.1,8110.6,15802.2,28873,0,0,0,0,0,0,0,0,0,100.5,0
