EMP_Micro,EMP_Meso,EMP_Macro,EMP_Lengths,STN_Meso,STN_Macro,FMWT_Meso,FMWT_Macro,twentymm_Meso,FRP_Meso,FRP_Macro,YBFMP_Macro,YBFMP_Meso,YBFMP_Micro,LI_Meso,LI_Micro,DOP_Meso,DOP_Macro,USGS_Meso,Lifestage,Taxname,Level,Phylum,Class,Order,Family,Genus,Species,Intro,EMPstart,EMPend,FMWTstart,FMWTend,twentymmstart,twentymmend,twentymmstart2,DOPstart,DOPend,FRPstart,FRPend,USGSstart,USGSend
,,,,,,,,,Common Carp,Common Carp,,,,,,,,,Juvenile,Cyprinus carpio,Species,Chordata,Actinopterygii,,Cyprinidae,Cyprinus,Cyprinus carpio,,,,,,,,,,,2016,,,
,DAPHNIA,,,DAPHNIA,,DAPHNIA,,Daphnia,Daphnia,,,Daphnia sp. undifferentiated,Daphnia sp. undifferentiated,,Daphnia NA Adult,Daphnia_spp,,Daphnia sp. N,Adult,Daphnia,Genus,Arthropoda,Branchiopoda,Cladocera,Daphniidae,Daphnia,,1972,1972,,2005,,1995,,,,,2016,,2017,
,,,,,,,,,,,,Daphnia sp. juvenile,Daphnia sp. juvenile,,Daphnia NA Copepodid,,,Daphnia sp. Y,Juvenile,Daphnia,Genus,Arthropoda,Branchiopoda,Cladocera,Daphniidae,Daphnia,,,,,,,,,,,,,,2017,
,,,,,,,,,,,,,,,,,,Daphnia ambigua N,Adult,Daphnia ambigua,Species,Arthropoda,Branchiopoda,Cladocera,Daphniidae,Daphnia,Daphnia ambigua,,,,,,,,,,,,,2017,
,,,,,,,,,,,,,,,,,,Daphnia galeata mendotae N,Adult,Daphnia galeata mendotae,Species,Arthropoda,Branchiopoda,Cladocera,Daphniidae,Daphnia,Daphnia galeata mendotae,,,,,,,,,,,,,2017,
,,,,,,,,,,,,,,,,,,Daphnia magna N,Adult,Daphnia magna,Species,Arthropoda,Branchiopoda,Cladocera,Daphniidae,Daphnia,Daphnia magna,,,,,,,,,,,,,2017,
,,,,,,,,,,,,,,,,,,Daphnia middendorffiana N,Adult,Daphnia middendorffiana,Species,Arthropoda,Branchiopoda,Cladocera,Daphniidae,Daphnia,Daphnia middendorffiana,,,,,,,,,,,,,2017,
,,,,,,,,,,,,,,,,,,Daphnia pulex N,Adult,Daphnia pulex,Species,Arthropoda,Branchiopoda,Cladocera,Daphniidae,Daphnia,Daphnia pulex,,,,,,,,,,,,,2017,
,,,,,,,,,,,,,,,,,,Daphnia similis N,Adult,Daphnia similis,Species,Arthropoda,Branchiopoda,Cladocera,Daphniidae,Daphnia,Daphnia similis,,,,,,,,,,,,,2017,
,CRABZOEA,,,CRABZOEA,,CRABZOEA,,Crab zoea,Crab zoea,Crab zoea,,,,,,Crab_UNID_zoea,,,Larva,Decapoda,Order,Arthropoda,Malacostraca,Decapoda,,,,,1976,,2005,,1995,,,2017,,2016,,,
,,,,,,,,,Decapod larvae unid,Decapod larvae unid,,,,,,,,,Larva,Decapoda,Order,Arthropoda,Malacostraca,Decapoda,,,,,,,,,,,,,,2018,,,
,,,,,,,,,,,,,,,,,Shrimp_UNID_larvae,,Larva,Decapoda,Order,Arthropoda,Malacostraca,Decapoda,,,,,,,,,,,,2018,,,,,
,,,,,,,,,,,,Crustacea undifferentiated,Crustacea undifferentiated,,,,,,Undifferentiated,Decapoda,Order,Arthropoda,Malacostraca,Decapoda,,,,,,,,,,,,,,,,,
,,,,,,,,,,Delphacidae,,,,,,,,,Adult,Delphacidae,Family,Arthropoda,Insecta,Hemiptera,Delphacidae,,,,,,,,,,,,,2018,,,
,,D_holmquistae,Deltamysis holmquistae,,Deltamysis holmquistae,,Deltamysis_holmquistae,,,Deltamysis homquistae,,,,,,,Deltamysis_holmquistae,,Adult,Deltamysis holmquistae,Species,Arthropoda,Malacostraca,Mysida,Mysidae,Deltamysis,Deltamysis holmquistae,1977,1979,,2007,,,,,2017,,2016,,,
,,,,,,,,,,,,,,,,,Dexaminidae_UNID,,Adult,Dexaminidae,Family,Arthropoda,Malacostraca,Amphipoda,Dexaminidae,,,,,,,,,,,2017,,,,,
,,,,,,,,,,,,Diacyclops sp. adult,Diacyclops sp. adult,,Diacyclops thomasi NA,,,,Adult,Diacyclops,Genus,Arthropoda,Copepoda,Cyclopoida,Cyclopodidae,Diacyclops,,,,,,,,,,,,,,,
,,,,,,,,,Diacyclops,,,Diacyclops thomasi adult,Diacyclops thomasi adult,,Diacyclops thomasi Adult,,,Diacyclops thomasi N,Adult,Diacyclops thomasi,Species,Arthropoda,Copepoda,Cyclopoida,Cyclopodidae,Diacyclops,Diacyclops thomasi,,,,,,,,,,,2016,,2017,
,DIAPHAN,,,DIAPHAN,,DIAPHAN,,Diaphanosoma,Diaphanosoma,,,,,,Diaphanosoma NA Adult,,,Diaphanosoma sp. N,Adult,Diaphanosoma,Genus,Arthropoda,Branchiopoda,Cladocera,Sididae,Diaphanosoma,,,1972,,2005,,1995,,,,,2016,,2017,
,,,,,,,,,,,,Diaphanosoma sp. undifferentiated,Diaphanosoma sp. undifferentiated,,,,,,Undifferentiated,Diaphanosoma,Genus,Arthropoda,Branchiopoda,Cladocera,Sididae,Diaphanosoma,,,,,,,,,,,,,,,
,DIAPTOM,,,DIAPTOM,,DIAPTOM,,,Diaptomidae,,,,,,,Diaptomidae_UNID_adult,,Diaptomidae N,Adult,Diaptomidae,Family,Arthropoda,Copepoda,Calanoida,Diaptomidae,,,,1972,,2005,,,,,,,2016,,2017,
,DIAPTJUV,,,DIAPTJUV,,DIAPTJUV,,,Diaptomidae copepodid,,,,,,,Diaptomidae_UNID_copepodid,,,Juvenile,Diaptomidae,Family,Arthropoda,Copepoda,Calanoida,Diaptomidae,,,,2006,,2006,,,,,,,2016,,,
,,,,,,,,Diaptomus spp_,,,,Diaptomus sp. adult,Diaptomus sp. adult,,,,,,Adult,Diaptomus,Genus,Arthropoda,Copepoda,Calanoida,Diaptomidae,Diaptomus,,,,,,,1995,,,2017,,,,,
,,,,,,,,Diaptomus copepodid,,,,Diaptomus sp. copepodid,Diaptomus sp. copepodid,,,,,,Juvenile,Diaptomus,Genus,Arthropoda,Copepoda,Calanoida,Diaptomidae,Diaptomus,,,,,,,2006,,,2017,,,,,
,,,,,,,,,,,,Diaptomus dorsalis adult,Diaptomus dorsalis adult,,,,,,Adult,Diaptomus dorsalis,Species,Arthropoda,Copepoda,Calanoida,Diaptomidae,Diaptomus,Diaptomus dorsalis,,,,,,,,,,,,,,
,,,,,,,,,,,,Diaptomus siciloides adult,Diaptomus siciloides adult,,,,,,Adult,Diaptomus siciloides,Species,Arthropoda,Copepoda,Calanoida,Diaptomidae,Diaptomus,Diaptomus siciloides,,,,,,,,,,,,,,
,,,,,,,,,,,,Disparalona sp. undifferentiated,Disparalona sp. undifferentiated,,Disparalona NA Adult,,,,Adult,Disparalona,Genus,Arthropoda,Branchiopoda,Cladocera,Chydoridae,Disparalona,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ditrichocorycaeus_affinis_adult,,,Adult,Ditrichocorycaeus affinis,Species,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus,Ditrichocorycaeus affinis,,,,,,,,,2017,,,,,
,,,,,,,,,Threadfin Shad,Threadfin Shad,,,,,,,,,Juvenile,Dorosoma petenense,Species,Chordata,Actinopterygii,,Clupeidae,Dorosoma,Dorosoma petenense,,,,,,,,,,,2016,,,
,,,,,,,,,Northern Anchovy,Northern Anchovy,,,,,,,,,Juvenile,Engraulis mordax,Species,Chordata,Actinopterygii,,Engraulidae,Engraulis,Engraulis mordax,,,,,,,,,,,2016,,,
,,,,,,,,,Eogammarus,Eogammarus,,,,,,,Eogammarus_spp,,Adult,Eogammarus,Genus,Arthropoda,Malacostraca,Amphipoda,Anisogammaridae,Eogammarus,,,,,,,,,,2019,,2016,,,
,,,,,,,,,Ephemeroptera larvae UNID,Ephemeroptera larvae UNID,,,,,Ephemeroptera NA NA,,,,Larva,Ephemeroptera,Order,Arthropoda,Insecta,Ephemeroptera,,,,,,,,,,,,,,2016,,,
,,,,,,,,,,,,Ergasilus sp. adult,Ergasilus sp. adult,,,,,,Adult,Ergasilus,Genus,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Ergasilus,,,,,,,,,,,,,,,
,,,,,,,,,,,,Ergasilus sp. copepodid,Ergasilus sp. copepodid,,,,,,Juvenile,Ergasilus,Genus,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Ergasilus,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Euchlanis NA Adult,,,Euchlanis sp. N,Adult,Euchlanis,Genus,Rotifera,Eurotatoria,Ploima,Euchlanidae,Euchlanis,,,,,,,,,,,,,,2017,
,,,,,,,,,Eucyclops,,,Eucyclops sp. adult,Eucyclops sp. adult,,Eucyclops NA Adult,,,Eucyclops sp. N,Adult,Eucyclops,Genus,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Eucyclops,,,,,,,,,,,,2016,,2017,
,,,,,,,,,,,,Eucyclops agilis adult,Eucyclops agilis adult,,,,,Eucyclops agilis N,Adult,Eucyclops agilis,Species,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Eucyclops,Eucyclops agilis,,,,,,,,,,,,,2017,
,,,,,,,,,,,,Eucyclops elegans adult,Eucyclops elegans adult,,Eucyclops elegans Adult,,,Eucyclops elegans N,Adult,Eucyclops elegans,Species,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Eucyclops,Eucyclops elegans,,,,,,,,,,,,,2017,
,,,,,,,,,,,,Eucyclops pectinifer adult,Eucyclops pectinifer adult,,Eucyclops pectinifer Adult,,,,Adult,Eucyclops pectinifer,Species,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Eucyclops,Eucyclops pectinifer,,,,,,,,,,,,,,
,,,,,,,,,,,,Eucyclops prionophorus adult,Eucyclops prionophorus adult,,Eucyclops prionophorus Adult,,,Eucyclops prionophorus N,Adult,Eucyclops prionophorus,Species,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Eucyclops,Eucyclops prionophorus,,,,,,,,,,,,,2017,
,,,,,,,,,,,,Eurycercus sp. undifferentiated,Eurycercus sp. undifferentiated,,Eurycercus NA Adult,,,Eurycercus sp. N,Adult,Eurycercus,Genus,Arthropoda,Branchiopoda,Cladocera,Chydoridae,Eurycercus,,,,,,,,,,,,,,2017,
,,,,,,,,,,,,,,,,,,Eurycercus longirostris N,Adult,Eurycercus longirostris,Species,Arthropoda,Branchiopoda,Cladocera,Chydoridae,Eurycercus,Eurycercus longirostris,,,,,,,,,,,,,2017,
,,,,,,,,Eurytemora nauplii,Eurytemora nauplii,,,,,,,Eurytemora_spp_nauplii,,,Larva,Eurytemora,Genus,Arthropoda,Copepoda,Calanoida,Temoridae,Eurytemora,,,,,,,2006,,,2017,,2016,,,
,,,,,,,,,,,,Eurytemora sp. adult,Eurytemora sp. adult,,,,,,Adult,Eurytemora,Genus,Arthropoda,Copepoda,Calanoida,Temoridae,Eurytemora,,,,,,,,,,,,,,,
,EURYTEM,,,EURYTEM,,EURYTEM,,Eurytemora spp_,Eurytemora affinis,,,Eurytemora affinis adult,Eurytemora affinis adult,,Eurytemora affinis Adult,Eurytemora_affinis_adult,,Eurytemora affinis N,Adult,Eurytemora carolleeae,Species,Arthropoda,Copepoda,Calanoida,Temoridae,Eurytemora,Eurytemora carolleeae,,1972,,2005,,1995,,,2017,,2016,,2017,
,EURYJUV,,,EURYJUV,,EURYJUV,,Eurytemora copepodid,Eurytemora copepodid,,,Eurytemora affinis copepodid,Eurytemora affinis copepodid,,,Eurytemora_affinis_copepodid,,,Juvenile,Eurytemora carolleeae,Species,Arthropoda,Copepoda,Calanoida,Temoridae,Eurytemora,Eurytemora carolleeae,,1989,,2005,,1998,,,2017,,2016,,,
EURYNAUP,EURYNAUP,,,EURYNAUP,,EURYNAUP,,,,,,,,,,,,,Larva,Eurytemora carolleeae,Species,Arthropoda,Copepoda,Calanoida,Temoridae,Eurytemora,Eurytemora carolleeae,,1989,,2005,,,,,,,,,,
,,,,,,,,,,,,,,Eurytemora affinis,Eurytemora affinis,,,,Undifferentiated,Eurytemora carolleeae,Species,Arthropoda,Copepoda,Calanoida,Temoridae,Eurytemora,Eurytemora carolleeae,,,,,,,,,,,,,,
,,,,,,,,,,Siberian Prawn,,,,,,,Exopalaemon_spp,,Adult,Exopalaemon modestus,Species,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Exopalaemon,Exopalaemon modestus,,,,,,,,,2018,2020,2016,,,
,,,,,,,,,,,,,,,Filinia NA Adult,,,Filinia terminalis N,Adult,Filinia terminalis,Species,Rotifera,Eurotatoria,Flosculariaceae,Filiniidae,Filinia,Filinia terminalis,,,,,,,,,,,,,2017,
,,,,,,,,,Fluminicola,Fluminicola,,,,,,,,,Adult,Fluminicola,Genus,Mollusca,Gastopoda,Littorinimorpha,Lythoglyphidae,Fluminicola,,,,,,,,,,,,2016,,,
,,,,,,,,,,Gammaroidea,,,,,,,,,Adult,Gammaroidea,Family,Arthropoda,Malacostraca,Amphipoda,Gammaroidea,,,,,,,,,,,,,2018,,,
,,,,,,,,,,,,Gammarus sp. undifferentiated,Gammarus sp. undifferentiated,,,,,,Undifferentiated,Gammarus,Genus,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,,,,,,,,,,,,,,,
,,G_daiberi,Gammarus daiberi,,Gammarus daiberi,,Gammarus_daiberi,,,,,,,,,,Gammarus_daiberi,,Adult,Gammarus daiberi,Species,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,Gammarus daiberi,1983,2014,,2013,,,,,2017,,,,,
,,,,,,,,,Threespine Stickleback,Threespine Stickleback,,,,,,,,,Juvenile,Gasterosteus aculeatus,Species,Chordata,Actinopterygii,,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,,,,,,,,,,,2016,,,
,,,,,,,,,Snail UNID,Snail UNID,,,,,Gastropoda NA NA,,,Gastropoda N,Adult,Gastropoda,Class,Mollusca,Gastropoda,,,,,,,,,,,,,,,2016,,2017,
,,,,,,,,,Limpet,Limpet,,,,,,,,,Adult,Gastropoda,Class,Mollusca,Gastropoda,,,,,,,,,,,,,,,2018,,,
,,,,,,,,,,Slug,,,,,,,,,Adult,Gastropoda,Class,Mollusca,Gastropoda,,,,,,,,,,,,,,,2016,,,
,,,,,,,,,,Snail Eggs,,,,,,,,,Egg,Gastropoda,Class,Mollusca,Gastropoda,,,,,,,,,,,,,,,2016,,,
,,,,,,,,,,,,,,,Gastropus NA Adult,,,Gastropus sp. N,Adult,Gastropus,Genus,Rotifera,Eurotatoria,Ploima,Gastropodidae,Gastropus,,,,,,,,,,,,,,2017,
,,,,,,,,,,,,,,,,,,Gastropus stylifer N,Adult,Gastropus stylifer,Species,Rotifera,Eurotatoria,Ploima,Gastropodidae,Gastropus,Gastropus stylifer,,,,,,,,,,,,,2017,
,,,,,,,,,,Gerridae,,,,,,,,,Adult,Gerridae,Family,Arthropoda,Insecta,Hemiptera,Gerridae,,,,,,,,,,,,,2016,,,
,,,,,,,,,,Longjaw Mudsucker,,,,,,,,,Juvenile,Gillichthys mirabilis,Species,Chordata,Actinopterygii,Gobiiformes,Oxudercidae,Gillichthys,Gillichthys mirabilis,,,,,,,,,,,2022,,,
,,,,,,,,,Planaria,Planaria,,,,,,,,,Undifferentiated,Girardia tigrina,Species,Platyhelminthes,Rhabditophora,Tricladida,Dugesiidae,Girardia,Girardia tigrina,,,,,,,,,,,2016,,,
,,,,,,,,,Gnorimosphaeroma,Gnorimosphaeroma,,,,,,,,,Adult,Gnorimosphaeroma insulare,Species,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Gnorimosphaeroma,Gnorimosphaeroma insulare,,,,,,,,,,,2016,,,
,,,,,,,,,Grandidierella,Grandidierella,,,,,,,,,Adult,Grandidierella,Genus,Arthropoda,Malacostraca,Amphipoda,Aoridae,Grandidierella,,1966,,,,,,,,,,2016,,,
,,G_japonica,Grandidierella japonica,,,,Grandidierella_japonica,,,,,,,,,,Grandidierella_japonica,,Adult,Grandidierella japonica,Species,Arthropoda,Malacostraca,Amphipoda,Aoridae,Grandidierella,Grandidierella japonica,,2017,,2019,,,,,2017,,,,,
,,,,,,,,,,,,,,,,,Grandifoxus_grandis,,Adult,Grandifoxus grandis,Species,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Grandifoxus,Grandifoxus grandis,,,,,,,,,2017,,,,,
,,,,,,,,,,,,Graptoleberis sp. undifferentiated,Graptoleberis sp. undifferentiated,,Graptoleberis NA Adult,,,Graptoleberis sp. N,Adult,Graptoleberis,Genus,Arthropoda,Branchiopoda,Cladocera,Chydoridae,Graptoleberis,,,,,,,,,,,,,,2017,
,,,,,,,,,,,,,,,,,,Graptoleberis testudinaria N,Adult,Graptoleberis testudinaria,Species,Arthropoda,Branchiopoda,Cladocera,Chydoridae,Graptoleberis,Graptoleberis testudinaria,,,,,,,,,,,,,2017,
,,,,,,,,,Gyraulus,Gyraulus,,,,,,,,,Adult,Gyraulus,Genus,Mollusca,Gastropoda,Hygrophila,Planorbidae,Gyraulus,,,,,,,,,,,,2016,,,
,,,,,,,,,Halicyclops,,,,,,,,,Halicyclops hurlberti N,Adult,Halicyclops,Genus,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Halicyclops,,,,,,,,,,,,2016,,2017,
HARPACT,HARPACT,,,HARPACT,,HARPACT,,Harpacticoids,Harpacticoids,Harpacticoids,,Harpacticoida undifferentiated,Harpacticoida undifferentiated,,Harpacticoida NA Adult,Harpacticoid_UNID,,Harpacticoida N,Undifferentiated,Harpacticoida,Order,Arthropoda,Copepoda,Harpacticoida,,,,,1972,,2005,,1995,,,2017,,2016,,2017,
,,,,,,,,,,Hebridae,,,,,,,,,Adult,Hebridae,Family,Arthropoda,Insecta,Hemiptera,Hebridae,,,,,,,,,,,,,2016,,,
,,,,,,,,,,Hediste limnicola,,,,,,,,,Undifferentiated,Hediste limnicola,Species,Annelida,Polychaeta,Phyllodocida,Nereididae,Hediste,Hediste limnicola,,,,,,,,,,,2016,,,
,,,,,,,,,Hymenoptera adult UNID,Hymenoptera adult UNID,,,,,,,,,Adult,Hemiptera,Order,Arthropoda,Insecta,Hemiptera,,,,,,,,,,,,,,2016,,,
,,,,,,,,,,,,Hesperodiaptomus sp. adult,Hesperodiaptomus sp. adult,,,,,,Adult,Hesperodiaptomus,Genus,Arthropoda,Copepoda,Calanoida,Diaptomidae,Hesperodiaptomus,,,,,,,,,,,,,,,
,,,,,,,,,,,,Hesperodiaptomus cf. californiensis adult,Hesperodiaptomus cf. californiensis adult,,,,,,Adult,Hesperodiaptomus californiensis,Species,Arthropoda,Copepoda,Calanoida,Diaptomidae,Hesperodiaptomus,Hesperodiaptomus californiensis,,,,,,,,,,,,,,
,,,,,,,,,,,,Hesperodiaptomus franciscanus adult,Hesperodiaptomus franciscanus adult,,Hesperodiaptomus franciscanus Adult,,,Hesperodiaptomus franciscanus N,Adult,Hesperodiaptomus franciscanus,Species,Arthropoda,Copepoda,Calanoida,Diaptomidae,Hesperodiaptomus,Hesperodiaptomus franciscanus,,,,,,,,,,,,,2017,
,,,,,,,,,,Heteroceridae adult,,,,,,,,,Adult,Heteroceridae,Family,Arthropoda,Insecta,Coleoptera,Heteroceridae,,,,,,,,,,,,,2018,,,
,,,,,,,,,,Heteroceridae larvae,,,,,,,,,Larva,Heteroceridae,Family,Arthropoda,Insecta,Coleoptera,Heteroceridae,,,,,,,,,,,,,2018,,,
,,,,,,,,,,,,,,,Hexarthra NA Adult,,,Hexarthra sp. N,Adult,Hexarthra,Genus,Rotifera,Eurotatoria,Flosculariaceae,Hexarthridae,Hexarthra,,,,,,,,,,,,,,2017,
,,,,,,,,,,,,,,,,,,Hexarthra mira N,Adult,Hexarthra mira,Species,Rotifera,Eurotatoria,Flosculariaceae,Hexarthridae,Hexarthra,Hexarthra mira,,,,,,,,,,,,,2017,
,,,,,,,,,Holopedium,,,,,,,,,,Adult,Holopedium,Genus,Arthropoda,Branchiopoda,Cladocera,Holopedidae,Holopedium,,,,,,,,,,,,2016,,,
,,,,,,,,,,,,,,,,Holopedium_gibberum,,,Adult,Holopedium gibberum,Species,Arthropoda,Branchiopoda,Cladocera,Holopedidae,Holopedium,Holopedium gibberum,,,,,,,,,2020,,,,,
,,,,,,,,,Homocyclops,,,,,,,,,,Adult,Homocyclops,Genus,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Homocyclops,,,,,,,,,,,,2016,,,
,,,,,,,,,Hydra,Hydra,,,,,Hydra NA NA,,,Hydra sp. N,Adult,Hydra,Genus,Cnidaria,Hydrozoa,Hydrida,Hydridae,Hydra,,,,,,,,,,,,2016,,2017,
,,,,,,,,,Mite,Mite,,,,,Hydrachnidia NA NA,,,Acari N,Adult,Hydrachnidia,Order,Arthropoda,Arachnida,Hydrachnidia,,,,,,,,,,,,,,2016,,2017,
,,,,,,,,,,Hydrometridae,,,,,,,,,Adult,Hydrometridae,Family,Arthropoda,Insecta,Hemiptera,Hydrometridae,,,,,,,,,,,,,2016,,,
,,,,,,,,,,Hydroscaphidae adult,,,,,,,,,Adult,Hydroscaphidae,Family,Arthropoda,Insecta,Coleoptera,Hydroscaphidae,,,,,,,,,,,,,2016,,,
,,,,,,,,,Hydrozoa,,,,,,,,,,Undifferentiated,Hydrozoa,Class,Cnidaria,Hydrozoa,,,,,,,,,,,,,,,2018,,,
,,H_longirostris,,,Hyperacanthomysis longirostris,,Hyperacanthomysis_longirostris,,Hyperacanthomysis longirostris,Hyperacanthomysis longirostris,,,,,,,,,Adult,Hyperacanthomysis longirostris,Species,Arthropoda,Malacostraca,Mysida,Mysidae,Hyperacanthomysis,Hyperacanthomysis longirostris,1993,1993,,2007,,,,,,,2016,,,
,,,Hyperacanthomysis longirostris,,,,,,,,,,,,,,Hyperacanthomysis_longirostris,,Adult,Hyperacanthomysis longirostris,Species,Arthropoda,Malacostraca,Mysida,Mysidae,Hyperacanthomysis,Hyperacanthomysis longirostris,1993,,,,,,,,2017,,,,,
,,,,,,,,,Wakasagi,Wakasagi,,,,,,,,,Juvenile,Hypomesus nipponensis,Species,Chordata,Actinopterygii,,Osmeridae,Hypomesus,Hypomesus nipponensis,,,,,,,,,,,2016,,,
,,,,,,,,,,Delta Smelt,,,,,,,,,Juvenile,Hypomesus transpacificus,Species,Chordata,Actinopterygii,,Osmeridae,Hypomesus,Hypomesus transpacificus,,,,,,,,,,,2016,,,
,,,,,,,,,Ilyocryptus,,,Ilyocryptus sp. undifferentiated,Ilyocryptus sp. undifferentiated,,Ilyocryptus NA Adult,Ilyocryptus_spp,,Ilyocryptus sp. N,Adult,Ilyocryptus,Genus,Arthropoda,Branchiopoda,Cladocera,Ilyocryptidae,Ilyocryptus,,,,,,,,,,2017,,2016,,2017,
,,,,,,,,,,Incisocalliope derzhavini,,,,,,,Incisocalliope_derzhavini,,Adult,Incisocalliope derzhavini,Species,Arthropoda,Malacostraca,Amphipoda,Pleustidae,Incisocalliope,Incisocalliope derzhavini,,,,,,,,,2017,,2018,,,
,,,,,,,,,Insect UNID,Insect UNID,,,,,,,,,Undifferentiated,Insecta,Class,Arthropoda,Insecta,,,,,,,,,,,,,,,2018,,,
,,,,,,,,,Isopod UNID,Isopod UNID,,,,,,,,,Adult,Isopoda,Order,Arthropoda,Malacostraca,Isopoda,,,,,,,,,,,,,,2016,,,
,,,,,,,,,Kellicottia,,,,,,Kellicottia NA Adult,,,,Adult,Kellicottia,Genus,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,,,,,,,,,,,,2016,,,
,,,,,,,,,,,,,,,,,,Kellicottia bostonensis N,Adult,Kellicottia bostonensis,Species,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Kellicottia bostonensis,,,,,,,,,,,2016,,2017,
,,,,,,,,,,,,,,,,,,Kellicottia bostoniensis N,Adult,Kellicottia bostoniensis,Species,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Kellicottia bostoniensis,,,,,,,,,,,2016,,2017,
,,,,,,,,,,,,,,,,,,Kellicottia longispina N,Adult,Kellicottia longispina,Species,Rotifera,Eurotatoria,Ploima,Brachionidae,Kellicottia,Kellicottia longispina,,,,,,,,,,,2016,,2017,
KERATELA,KERATELA,,,KERATELA,,KERATELA,,Keratella,Keratella,,,,,,Keratella NA Adult,Keratella_spp,,Keratella sp. N,Adult,Keratella,Genus,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,,,1972,,2005,,1995,,,2017,,2016,,2017,
,,,,,,,,,,,,,,,,,,Keratella sp. Y,Juvenile,Keratella,Genus,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,,,,,,,,,,,,,,2017,
,,,,,,,,,,,,,,,,,,Keratella cochlearis N,Adult,Keratella cochlearis,Species,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Keratella cochlearis,,,,,,,,,,,,,2017,
,,,,,,,,,,,,,,,,,,Keratella crassa N,Adult,Keratella crassa,Species,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Keratella crassa,,,,,,,,,,,,,2017,
,,,,,,,,,,,,,,,,,,Keratella earlinae N,Adult,Keratella earlinae,Species,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Keratella earlinae,,,,,,,,,,,,,2017,
,,,,,,,,,,,,,,,,,,Keratella quadrata N,Adult,Keratella quadrata,Species,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Keratella quadrata,,,,,,,,,,,,,2017,
,,,,,,,,,,,,,,,,,,Keratella ticinensis N,Adult,Keratella ticinensis,Species,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Keratella ticinensis,,,,,,,,,,,,,2017,
,,,,,,,,,,,,,,,,,,Keratella valga N,Adult,Keratella valga,Species,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Keratella valga,,,,,,,,,,,,,2017,
,,,,,,,,,,,,Kurzia sp. undifferentiated,Kurzia sp. undifferentiated,,Kurzia NA Adult,,,,Adult,Kurzia,Genus,Arthropoda,Branchiopoda,Cladocera,Chydoridae,Kurzia,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Kurzia latissima N,Adult,Kurzia latissima,Species,Arthropoda,Branchiopoda,Cladocera,Chydoridae,Kurzia,Kurzia latissima,,,,,,,,,,,,,2017,
,,,,,,,,,,,,,,,,Labidocera_spp_adult,,,Adult,Labidocera,Genus,Arthropoda,Copepoda,Calanoida,Pontellidae,Labidocera,,,,,,,,,,2017,,,,,
,,,,,,,,,,,,,,,,Labidocera_spp_copepodid,,,Juvenile,Labidocera,Genus,Arthropoda,Copepoda,Calanoida,Pontellidae,Labidocera,,,,,,,,,,2017,,,,,
,,,,,,,,,,River Lamprey,,,,,,,,,Juvenile,Lampetra ayresi,Species,Chordata,Actinopterygii,,Petromyzontidae,Lampetra,Lampetra ayresi,,,,,,,,,,,2016,,,
,,,,,,,,,Latona,,,,,,,,,,Adult,Latona,Genus,Arthropoda,Branchiopoda,Cladocera,Sididae,Latona,,,,,,,,,,,,2016,,,
,,,,,,,,,,,,,,,,,,Latona setifera N,Adult,Latona setifera,Species,Arthropoda,Branchiopoda,Cladocera,Sididae,Latona,Latona setifera,,,,,,,,,,,2016,,2017,
,,,,,,,,,,Hitch,,,,,,,,,Juvenile,Lavinia exilicauda,Species,Chordata,Actinopterygii,,Cyprinidae,Lavinia,Lavinia exilicauda,,,,,,,,,,,2016,,,
,,,,,,,,,Lecane,,,,,,Lecane NA Adult,,,Lecane sp. N,Adult,Lecane,Genus,Rotifera,Eurotatoria,Ploima,Lecanidae,Lecane,,,,,,,,,,,,,,2017,
